ID,Name,SpType,[Fe/H],e[Fe/H],A(Li),eA(Li),Teff_K,eTeff_K,vsini,Age_Ga,eAge_Ga,M_Msol,eM_Msol,logRHK,elogRHK,Prot_d,R_Rsol,N_planets,sum_Mp,Porb_d,a_au,e,logOD,Pl,Nbr.
HD23079,HD 23079  ,G0V/ F8,-0.12,0.01,2.13,0.02,5964,28,2.96,4.321,1.167,1.012,0.025,-4.61940139817,-0.23268813183,27.1518,1.094,1,2.45,730.6,1.596,0.102,8.9460505,Y,1
HD230999,HD 230999  ,G5,0.15,0.03,0.82,0.06,5533,49,,8.587,2.173,0.946,0.027,-4.92105517342,-0.00485769675000025,34,1.128,,,,,,,N,
HD23127,HD 23127  ,G2V,0.4,0.03,2.63,,5752,35,,4.583,0.899,1.223,0.044,,,,1.64,1,1.5,1214,2.4,0.44,9.4549843,Y,1
HD231701,HD 231701  ,F8V,0.04,0.02,2.74,0.07,6081,48,4.26,4.342,0.69,1.16,0.026,-4.700161137835,-0.0223091020249999,11,1.42,1,1.08,141.89,0.53,0.096,5.8093569,Y,1
HD23456,HD 23456  ,G2/3V,-0.32,0.01,2.58,0.1,6210,79,3.2,4.136,2.119,1.001,0.041,-4.831050693535,-0.378795886395,27.1518,1.168,,,,,,,N,
HD23596,HD 23596  ,F8,0.24,0.02,2.78,,5958,54,3,3.842,0.66,1.243,0.032,-4.613243621635,-0.335157453304999,0.806016,1.564,1,8.1,1565,2.88,0.292,9.3223597,Y,1
HD236416,HD 236416  ,G5,-0.23,0.04,0.03,,5711,85,,6.436,3.743,0.903,0.035,,,,1.04,,,,,,,N,
HD238838,HD 238838  ,G5,-0.03,0.04,0.93,,5734,29,,6.973,1.446,0.963,0.024,,,,1.103,,,,,,,N,
HD23901,HD 23901  ,G8V,-0.36,0.04,1.06,,5350,110,0.9,11.451,0.123,0.949,0.012,,,,1.981,,,,,,,N,
HD24040,HD 24040  ,G0,0.17,0.02,0.99,,5805,37,2.6,6.303,0.878,1.084,0.023,-5.044844862285,0.0667837626850005,,1.379,1,4.01,3668,4.92,0.04,11.3455161,Y,1
HD24062,HD 24062  ,G0V,0.25,0.06,2.81,0.1,5915,54,4.5,4.207,0.974,1.217,0.048,-4.94888903777,-0.18580831925,,1.579,,,,,,,N,
HD24085,HD 24085  ,G0V,0.16,0.05,2.64,0.1,6034,43,5.4,3.875,1.008,1.171,0.043,-4.79420251159,-0.11245725748,,1.445,,,,,,,N,
HD24112,HD 24112  ,G2/3V,0.14,0.02,2.55,0.02,6124,34,3.1,3.329,0.396,1.223,0.021,,,,1.525,,,,,,,N,
HD24552,HD 24552  ,G1V,-0.04,0.06,2.23,0.02,5883,19,2.71,1.209,0.945,1.034,0.022,,,,1.023,,,,,,,N,
HD24558,HD 24558  ,G8V,-0.44,0.04,0.13,,5318,67,0.9,5.914,4.105,0.761,0.026,,,,0.787,,,,,,,N,
HD24892,HD 24892  ,G2/3V,-0.32,0.01,1.35,0.15,5393,51,1.25,11.193,0.324,0.924,0.014,-4.91071285262,-0.16108320268,,2.003,,,,,,,N,
HD25061,HD 25061  ,G2/3V,0.09,0.04,0.17,,5308,121,2.2,3.925,3.709,0.873,0.032,,,0.955447,0.859,,,,,,,N,
HD25120,HD 25120  ,K1 V (k),-0.17,0.02,0.57,,5175,46,3.118,2.849,2.938,0.769,0.023,,,11.0754,0.771,,,,,,,N,
HD25171,HD 25171  ,F8V,-0.14,0.04,2.51,,6127,60,3.6,4.446,1.648,1.066,0.05,-4.934,0.0068,,1.242,1,0.95,1845,3.02,0.08,10.8855485,Y,1
HD25357,HD 25357  ,K2/3V,-0.07,0.06,,,5046,61,4.5,3.158,3.272,0.781,0.026,,,,0.801,,,,,,,N,
HD25565,HD 25565  ,K0V,0.04,0.03,0.34,,5174,89,1.348,4.135,3.716,0.838,0.029,-4.74027678359,0.04737182558,27,0.818,,,,,,,N,
HD25587,HD 25587  ,F7V,-0.06,0.03,2.23,0.04,6122,58,7.2,4.685,0.801,1.164,0.038,,,23.1,1.666,,,,,,,N,
HD2567,HD 2567  ,G1V,0.21,0.04,2.5,0.02,5959,79,3.6,3.501,1.514,1.152,0.031,,,,1.317,,,,,,,N,
HD25673,HD 25673  ,G8V,-0.5,0.02,,,5141,131,2.195,4.511,3.992,0.712,0.02,-5.0324108337,-0.16739935538,,0.77,,,,,,,N,
HD25680,* 39 Tau  ,G5V,0.05,0.02,2.43,0.04,5843,29,3.1,1.181,1.02,1.04,0.027,-4.80879622158,0.416770521979999,6,1.036,,,,,,,N,
HD25704,HD 25704  ,G2/3V,-0.83,0.02,2.02,0.1,5939,253,3.12,6.063,4.221,0.851,0.047,,,1.07206,1.201,,,,,,,N,
HD25825,HD 25825  ,G2/3V,0.07,0.03,2.81,0.03,5965,61,6.3,1.619,1.338,1.1,0.029,-4.63593941926,0.297274381749999,4,1.101,,,,,,,N,
HD25912,HD 25912  ,G3/5V,0.1,0.04,2.11,,5807,70,2.7,1.997,1.754,1.044,0.03,,,,1.026,,,,,,,N,
HD2638,HD 2638  ,K1V,0.22,0.04,0.4,,5131,151,5.5,4.525,4.06,0.892,0.028,-4.8009,0.0048,,0.963,1,0.48,3.43752,0.044,0.0407,-0.3007937,Y,1
HD26729,HD 26729  ,G5IV,0.3,0.05,1.66,0.12,5628,56,2.7,6.335,1.279,1.151,0.051,,,,1.786,,,,,,,N,
HD26887,HD 26887  ,G2/3V,-0.35,0.05,2.26,0.1,6022,79,5.6,7.218,2.605,0.925,0.046,,,,1.131,,,,,,,N,
HD26923,HD 26923  ,G0IV...,0.01,0.06,2.75,0.03,6052,69,4.8,0.931,0.794,1.073,0.021,-4.43957212629,0,,1.045,,,,,,,N,
HD27063,HD 27063  ,G3V,0.05,0.01,1.65,0.05,5812,151,2,2.906,2.843,0.994,0.039,-4.50198279777,-0.09329594041,12,0.987,,,,,,,N,
HD27471,HD 27471  ,G2/3V,0.12,0.04,2.14,0.12,5893,74,3.6,5.556,1.312,1.146,0.055,-4.981582734195,-0.0293319267450007,1.06866,1.656,,,,,,,N,
HD27631,HD 27631  ,G3IV/V,-0.12,0.1,0.74,,5733,64,2.7,7.178,3.117,0.937,0.041,,,,1.102,1,1.45,2208,3.25,0.12,11.1502355,Y,1
HD2768,HD 2768  ,G5/6V,-0.03,0.05,0.72,,5565,35,,3.453,3.012,0.914,0.041,,,,0.948,,,,,,,N,
HD27894,HD 27894  ,K2V,0.2,0.08,-0.18,,,53,1.994,7.216,4.042,0.825,0.018,-4.9371,0.0065,,0.889,3,6.242,18.02,0.125,0.015,1.7861920,Y,3
HD28005,HD 28005  ,G0,0.32,0.03,1.42,0.04,5844,121,2.4,3.002,2.284,1.122,0.039,-4.79273422975,-0.16377533075,34,1.288,,,,,,,N,
HD28185,HD 28185  ,G5/6V,0.21,0.02,0.5,0.12,5665,117,2.2,3.283,2.978,1.022,0.039,-5.01559468336,0.0415251046349998,,1.073,1,5.7,383,1.03,0.07,7.4174002,Y,1
HD28254,HD 28254  ,G5V,0.35,0.06,0.55,,5545,209,1.532,5.911,2.604,1.13,0.057,-5.1719,0.0094,14.8104,1.65,1,1.16,1116,2.15,0.81,9.3034196,Y,1
HD283,HD 283  ,K0V,-0.54,0.02,0.03,,5220,45,2.246,5.321,4.048,0.715,0.021,-4.72090870145,-0.19616661657,37,0.755,,,,,,,N,
HD28471,HD 28471  ,G5 V SB,-0.05,0.01,0.73,,5740,36,2.7,7.431,1.617,0.955,0.026,-4.95234631914,-0.0753816199299999,18.7,1.11,,,,,,,N,
HD28676,HD 28676  ,F5,0.08,0.03,2.06,0.07,5879,33,2.7,6.652,0.878,1.056,0.025,-4.68465950962,-0.19115731849,0.51165,1.364,,,,,,,N,
HD28701,HD 28701  ,G2V,-0.32,0.01,0.1,,5743,39,3,11.091,0.515,0.867,0.011,-4.87814096543,-0.14267716269,,1.14,,,,,,,N,
HD28821,HD 28821  ,G5V,-0.12,0.01,0.07,,5727,49,6.3,7.263,2.428,0.924,0.03,-4.744718737255,-0.223663426875,,1.072,,,,,,,N,
HD28969,HD 28969  ,G2/3V,-0.01,0.06,2.8,0.1,6088,153,7.3,2.863,2.525,1.075,0.057,,,,1.133,,,,,,,N,
HD29137,HD 29137  ,G5V,0.3,0.05,0.8,,5719,55,,6.095,1.514,1.113,0.044,,,,1.44,,,,,,,N,
HD29263,HD 29263  ,G3V,0.04,0.04,0.72,,5836,81,0.9,4.358,3.054,1.023,0.052,,,,1.152,,,,,,,N,
HD29303,HD 29303  ,G2V,-0.13,0.04,2.19,0.12,5835,18,3.6,,,,,-4.49504112885,-0.0446220081500002,12.9166,0.93,,,,,,,N,
HD29428,HD 29428  ,G3/5V,-0.06,0.05,1.74,0.12,5757,22,,2.253,2.008,0.963,0.04,,,,0.967,,,,,,,N,
HD29528,HD 29528  ,K0,0.17,0.03,0.37,,5390,120,1.9,5.771,4.217,0.952,0.036,-4.77964185417,-0.31222130687,,1.021,,,,,,,N,
HD29980,HD 29980  ,G2/3V,0.11,0.05,2.67,0.1,5884,24,4.1,2.145,1.652,1.071,0.042,-4.665168398455,0.260503778715,6,1.088,,,,,,,N,
HD30053,HD 30053  ,F7/8V,-0.25,0.05,2.48,0.1,6002,162,3.6,5.54,3.617,0.987,0.059,,,14.8104,1.148,,,,,,,N,
HD30177,HD 30177  ,G8V,0.38,0.03,0.78,,5576,52,2.8,5.707,1.608,1.039,0.022,-5.1431,0.0057,,1.193,2,11.07,2532.5,3.58,0.18,10.4728826,Y,2
HD30278,HD 30278  ,G2/3V,-0.17,0.02,0.19,,5466,153,2.2,4.388,3.879,0.857,0.033,-4.937016187355,-0.00466593492499978,1.07206,0.914,,,,,,,N,
HD30306,HD 30306  ,G2/3V,0.17,0.02,0.48,,5536,24,2.6,8.403,1.747,0.957,0.028,-4.47467525268,-0.59772315206,44.8,1.099,,,,,,,N,
HD30495,* 58 Eri  ,G3V,0.03,0.02,2.34,0.02,5867,104,3,1.859,1.842,1.008,0.031,-4.50717373534,0.0119683453900006,10,0.964,,,,,,,N,
HD30523,HD 30523  ,K5 V k,-0.16,0.07,0.05,,4473,89,,4.425,3.976,0.655,0.019,,,,0.732,,,,,,,N,
HD30562,HD 30562  ,G2 IV,0.21,0.02,2.78,,5880,53,4.3,4.757,0.862,1.207,0.044,-4.952176218455,-0.0419600495950001,25.3,1.641,1,1.29,1157,2.3,0.76,9.4134080,Y,1
HD30649,HD 30649  ,G1V-VI,-0.49,0.02,0.88,0.02,6016,285,0.1,4.814,3.99,0.921,0.054,-4.64881900742,-0.15361361747,15,1.222,,,,,,,N,
HD30652,* pi.03 Ori  ,F6V,0.02,0.02,2.23,0.04,5980,788,19.22,3.176,2.743,1.186,0.07,-4.72097317923,0.15946446603,,1.791,,,,,,,N,
HD30669,HD 30669  ,G2/3V,0.15,0.05,0.42,,5386,56,2.3,5.403,3.908,0.921,0.037,-5.020334971385,-0.0462087600550003,35,0.961,,,,,,,N,
HD30736,HD 30736  ,F7V,0.35,0.03,1.05,,6158,45,15.2,2.289,0.163,1.563,0.031,-4.68038192498,-0.0602721237999999,12,2.531,,,,,,,N,
HD3079,HD 3079  ,F8,-0.09,0.03,2.14,0.02,6066,33,3.2,6.088,0.68,1.043,0.022,-4.93669988543,0.10958422111,13,1.33,,,,,,,N,
HD30858,HD 30858  ,K0/1V,-0.12,0.04,0.15,,5141,109,1.8,4.743,4.079,0.805,0.028,,,,0.803,,,,,,,N,
HD30876,HD 30876  ,K2V,-0.06,0.03,0.19,,5077,54,2.7,2.192,2.443,0.791,0.021,,,9.6,0.781,,,,,,,N,
HD31103,HD 31103  ,G2/3V,0.08,0.04,0.76,,6061,42,3.18,1.144,1,1.103,0.036,,,,1.131,,,,,,,N,
HD31128,HD 31128  ,F3/5Vw,-1.41,0.04,2.33,0.1,6049,139,3.4,6.918,3.9,0.766,0.032,,,,0.876,,,,,,,N,
HD31253,HD 31253  ,F8,0.16,0.03,1.75,0.02,6025,64,3.25,3.534,0.437,1.311,0.034,-4.663788081495,-0.258762315595001,,1.807,1,0.5,466,1.26,0.3,8.0000620,Y,1
HD31527,HD 31527  ,G0V,-0.17,0.01,1.89,0.02,5922,42,3.6,5.396,1.681,0.973,0.029,-4.89104287401,-0.34247490528,,1.079,,,,,,,N,
HD31532,HD 31532  ,G1V,-0.07,0.04,1.88,0.12,5916,46,5.4,4.652,0.462,1.218,0.054,-4.916584044235,-0.0428880030550003,,2.304,,,,,,,N,
HD31822,HD 31822  ,G2/3V,-0.19,0.01,2.52,0.1,6002,73,3.77,3.022,2.401,0.983,0.041,-4.742484603455,-0.358962196035,3.6,0.99,,,,,,,N,
HD31966,HD 31966  ,G5V,0.13,0.03,1.58,0.07,5755,62,2.4,8.05,0.763,1.062,0.023,-5.01351842282,0,,1.63,,,,,,,N,
HD3220,HD 3220  ,G3V,-0.22,0.05,2.2,0.12,5777,96,,4.99,3.833,0.917,0.047,,,,0.952,,,,,,,N,
HD3229,* 14 Cet  ,G2/3V,-0.15,0.05,1.96,,6471,83,9,2.141,0.157,1.516,0.036,-4.629764491175,0.110889557605,,2.709,,,,,,,N,
HD32724,HD 32724  ,G2V,-0.17,0.01,1.57,0.02,5824,62,1,9.885,0.831,0.96,0.02,-4.877247479385,-0.161922258415,,1.504,,,,,,,N,
HD32804,HD 32804  ,G3V,0.06,0.05,2.68,0.1,5883,43,,1.673,1.505,1.034,0.038,,,9.08348,1.039,,,,,,,N,
HD32923,* m Tau  ,G2/3V,-0.19,0.02,1.58,0.02,5835,161,1.6,8.596,1.925,0.981,0.036,-5.00323595543,0.0299394094199998,,1.728,,,,,,,N,
HD32963,HD 32963  ,G5IV,0.05,0.03,0.93,,5747,31,1.1,5.254,1.612,1.003,0.028,-4.98581519428,-0.00945111072000016,,1.104,1,0.7,2372,3.41,0.07,11.6762327,Y,1
HD329788,HD 329788  ,K0,-0.08,0.07,0.07,,5118,119,,4.99,4.15,0.826,0.029,,,,0.888,,,,,,,N,
HD330075,HD 330075  ,G5,0.03,0.05,0.4,,4967,76,2.354,5.27,4.1,0.819,0.022,-4.9751,0.0041,,0.86,1,0.62,3.6413,0.039,0.0187,-0.1568056,Y,1
HD33081,HD 33081  ,F7V,-0.14,0.06,1.46,,6372,61,7.2,3.558,0.721,1.188,0.051,,,,1.585,,,,,,,N,
HD33262,* zet Dor  ,F7V,-0.08,0.04,3.09,0.15,6227,141,15.4,1.662,1.575,1.069,0.042,,,14.8104,1.101,,,,,,,N,
HD33283,HD 33283  ,G3/5V,0.39,0.1,2.51,0.08,5964,81,3.8,2.955,0.346,1.376,0.02,-4.764312179645,-0.312064782125001,,1.905,1,0.33,18.1801,0.168,0.458,2.0171208,Y,1
HD33564,HD 33564  ,F6V,0.11,0.04,2.16,0.12,6396,86,14.3,1.61,0.75,1.308,0.029,-4.87403018038,,,1.504,1,9.1,388,1.1,0.34,6.7911542,Y,1
HD33632,HD 33632  ,F8 V,-0.19,0.03,2.54,0.1,6129,65,3.6,2.784,1.856,1.034,0.037,-4.756712111655,0.028982465845,9,1.093,,,,,,,N,
HD33636,HD 33636  ,G0V_CH-0.3,-0.1,0.02,2.4,0.11,5978,62,1.3,1.861,1.615,1.025,0.034,-4.83582773764,0.0722285669599998,15,1.031,,,,,,,N,
HD33725,HD 33725  ,G2/3V,-0.17,0.02,0.12,,5313,123,2.8,4.212,3.833,0.814,0.028,-5.043013594555,-0.115698375745001,,0.838,,,,,,,N,
HD33811,HD 33811  ,G8IV/V,0.28,0.02,0.22,,5510,113,,5.039,3.801,0.999,0.04,,,,1.053,,,,,,,N,
HD33822,HD 33822  ,G5V,0.26,0.06,1.37,,5719,66,2.6,6.118,1.824,1.074,0.04,-5.084254389145,0.125592190785,29,1.295,,,,,,,N,
HD34327,HD 34327  ,G2V,-0.05,0.04,2.42,0.12,5844,25,3.6,6.721,0.673,1.106,0.043,-4.653691846855,-0.355818575304999,1.07206,1.899,,,,,,,N,
HD34411,* lam Aur  ,G2/3V,0.09,0.02,2.03,0.04,5979,159,3.15,3.509,2.785,1.09,0.05,-4.83015742861,0,,1.455,,,,,,,N,
HD34445,HD 34445  ,G0,0.14,0.03,1.8,0.02,5818,57,2.5,6.568,1.078,1.091,0.028,-4.87208359708,-0.03597270752,21,1.484,6,1.4459,49.175,0.2687,0.014,3.5216605,Y,6
HD34449,HD 34449  ,G3V,-0.09,0.01,2.02,0.02,5889,46,3.6,1.185,1.048,1,0.022,-4.979205529775,-0.119166816205,,0.992,,,,,,,N,
HD34688,HD 34688  ,G2/3V,-0.2,0.02,0.18,,5201,106,2.5,4.488,3.973,0.79,0.026,-4.652468788645,-0.423484499904999,,0.81,,,,,,,N,
HD34721,HD 34721  ,G0V,-0.09,0.02,2.34,,6040,98,4.4,5.412,1.722,1.067,0.039,-4.707663123815,-0.245456184465001,,1.37,,,,,,,N,
HD35296,* 111 Tau  ,F8V,-0.02,0.02,2.94,0.04,6171,134,17,2.061,1.78,1.115,0.041,-4.34386110813,0,3.9,0.951,,,,,,,N,
HD35681,HD 35681  ,F7 V,0.09,0.03,1.84,0.02,6329,36,7.2,1.504,0.686,1.248,0.031,-4.70706254993,0.000935483710000184,,1.349,,,,,,,N,
HD358564,HD 358564  ,K3V,-0.14,0.07,0.02,,4779,184,,4.255,3.939,0.706,0.021,,,,0.738,,,,,,,N,
HD36051,HD 36051  ,F7V,-0.11,0.04,2.73,0.1,6079,55,4.5,1.433,1.287,1.035,0.038,,,8.19874,1.036,,,,,,,N,
HD361,HD 361  ,G2/3V,-0.12,0.01,2.26,0.1,5900,42,2.96,1.49,1.324,0.981,0.029,-4.835658673195,0.0906149135150001,17,0.969,,,,,,,N,
HD36108,HD 36108  ,G2/3V,-0.21,0.01,1.96,0.02,5982,67,2.95,8.224,1.297,0.962,0.027,-5.08028909266,-0.226081611110001,,1.35,,,,,,,N,
HD36179,HD 36179  ,G8/K0(V),-0.08,0.05,0.36,,5295,58,,5.273,4.024,0.847,0.033,,,,0.826,,,,,,,N,
HD36379,HD 36379  ,G2/3V,-0.17,0.01,2.46,0.03,6029,45,2.98,7.135,0.704,1.024,0.022,-4.999576825485,-0.0399680422949995,2.8,1.43,,,,,,,N,
HD36435,HD 36435  ,G5V,-0.04,0.06,1.48,0.11,5500,146,4.5,3.484,3.447,0.876,0.03,-4.071200633525,-0.365332009255,1.12835,0.858,,,,,,,N,
HD3651,* 54 Psc  ,K0.5V,0.17,0.02,0.6,0.23,5280,149,1.1,3.852,3.663,0.896,0.029,-4.938109031755,-0.113148109995,1.02527,0.867,2,0.321,31,0.186,0.04,4.2459981,Y,2
HD36889,HD 36889  ,G3/5V,0.16,0.03,2.9,0.1,5770,78,1.8,4.783,0.786,1.244,0.052,-4.971157911775,-0.108918092245,15.9821,1.909,,,,,,,N,
HD37124,HD 37124  ,G4IV-V,-0.24,0.02,0.49,,5677,85,0.3,4.25,3.828,0.882,0.055,-4.82165943484667,-0.0391557087399996,25,0.973,3,2.023,154.378,0.53364,0.054,6.1991029,Y,3
HD37226,HD 37226  ,G2/3V,-0.09,0.04,0.66,,6120,56,4.47,3.342,0.385,1.33,0.064,,,27.1518,2.327,,,,,,,N,
HD37394,HD 37394  ,K0 V,0.16,0.02,0.34,0.03,5303,81,2.8,2.589,2.76,0.881,0.025,-4.46298033137,0,19,0.85,,,,,,,N,
HD37548,HD 37548  ,G3V,-0.03,0.04,2.2,0.02,5913,35,2.7,7.557,0.519,1.047,0.02,,,,1.524,,,,,,,N,
HD37588,HD 37588  ,F5,-0.16,0.03,2.59,0.03,6229,77,8.1,4.036,0.816,1.167,0.039,-4.979990366025,0.0839579742849992,,1.503,,,,,,,N,
HD37605,HD 37605  ,K0,0.265,0.033,0.02,,5304,108,1.6,4.822,4.014,0.941,0.033,-4.81207071227,-0.25790292688,,0.991,2,6.179,55.01307,0.2837,0.013,3.8075147,Y,2
HD377,HD 377  ,G2V,0.13,0.03,3.09,0.05,5871,34,14.6,1.03,0.885,1.075,0.025,-4.65029252129,0.30372641987,2,1.054,,,,,,,N,
HD3795,HD 3795  ,G3/G5V,-0.54,0.02,0.68,,5505,80,1.9,11.482,0,0.892,0.005,-4.977077289765,0.0694417875250002,30,1.877,,,,,,,N,
HD37962,HD 37962  ,G2/3V,-0.2,0.01,1.78,0.02,5742,34,5,2.01,1.708,0.921,0.025,-4.87074714096,0.0966692867800001,21,0.909,,,,,,,N,
HD37986,HD 37986  ,G8/K0IV,0.28,0.03,0.61,,5506,71,3,5.346,3.623,0.982,0.038,-5.010727135685,-0.105544256765,12.3,1.077,,,,,,,N,
HD37990,HD 37990  ,F7/8V,-0.03,0.04,2.79,0.1,6159,33,3.6,1.308,1.044,1.114,0.041,,,,1.154,,,,,,,N,
HD38078,HD 38078  ,G6V,-0.31,0.04,1.27,,5726,52,3.6,4.027,3.378,0.875,0.042,,,,0.896,,,,,,,N,
HD3808,HD 3808  ,G5V,-0.16,0.04,0.92,,5638,64,2.7,2.909,2.84,0.873,0.037,,,,0.866,,,,,,,N,
HD3823,HD 3823  ,G1V,-0.28,0.01,2.36,0.03,6103,56,3,6.867,0.878,1.007,0.025,-5.337287368,0,,1.449,,,,,,,N,
HD38230,HD 38230  ,K0 V,-0.1,0.03,0.08,0.03,5253,75,4,4.27,3.807,0.846,0.028,-4.680058716855,-0.353410299065,,0.888,,,,,,,N,
HD38265,HD 38265  ,G8/K0V+F/G,-0.13,0.04,0.55,,5576,49,1.8,5.809,3.869,0.888,0.041,,,,0.957,,,,,,,N,
HD38277,HD 38277  ,G1V,-0.07,0.01,1.58,0.12,5870,59,2.7,7.793,1.327,1,0.027,-5.007871169125,-0.0459275888650001,,1.327,,,,,,,N,
HD38283,HD 38283  ,F9.5V,-0.22,0.01,2.43,0.08,6051,70,3.8,6.934,0.971,1.029,0.032,-4.997692936625,0.111237119565001,,1.53,1,0.34,363.2,1.02,0.41,7.7793469,Y,1
HD38355,HD 38355  ,K0V,0.08,0.05,0.39,,5298,39,3.6,4.282,3.566,0.887,0.034,,,,0.917,,,,,,,N,
HD38382,HD 38382  ,F8/G0V,0.03,0.01,2.66,0.02,6053,34,3.29,2.46,1.093,1.115,0.026,-4.85384168449,-0.000365797059999728,,1.202,,,,,,,N,
HD38385,HD 38385  ,G2/3V,0.05,0.04,2.36,0.15,6809,61,7.8,1.502,0.229,1.521,0.039,,,,1.907,,,,,,,N,
HD38510,HD 38510  ,F5/6V,-0.81,0.02,2.02,0.02,5952,113,5.4,10.803,0.757,0.832,0.014,,,,1.39,,,,,,,N,
HD38772,HD 38772  ,F7V,-0.24,0.05,2.51,0.1,6058,70,3.6,7.098,1.379,1.004,0.046,,,,1.382,,,,,,,N,
HD38858,HD 38858  ,G4V,-0.22,0.01,1.57,0.02,5717,58,0.1,4.639,3.338,0.901,0.034,-4.86259756699,-0.0120514006599999,24,0.933,1,0.0961,407.15,1.0376,0.27,9.4632804,Y,1
HD38973,HD 38973  ,G0 V,0.05,0.01,2.32,0.03,6001,37,3.29,2.224,1.329,1.105,0.03,-4.68940081892,-0.11581612032,27.1518,1.174,,,,,,,N,
HD39091,* pi. Men  ,G0V,0.09,0.01,2.25,0.02,5961,135,2.96,2.79,2.457,1.09,0.045,-4.878212946165,-0.00915574921500006,,1.174,1,10.3,2049,3.28,0.61,10.1958514,Y,1
HD39194,HD 39194  ,K0V,-0.59,0.02,,,5306,136,0.432,5.148,4.262,0.734,0.021,-4.820627450525,-0.0837030466749997,20.4,0.835,3,0.0466,5.6363,0.0519,0.11,1.7265556,Y,
HD39213,HD 39213  ,K0V,0.36,0.03,0.57,,5407,80,2.5,6.083,3.699,0.977,0.032,,,,1.06,,,,,,,N,
HD39427,HD 39427  ,G6V,-0.2,0.04,1.57,0.12,5701,74,2.7,2.727,2.69,0.887,0.037,-4.62851991301,-0.13609578767,20.529699,0.894,,,,,,,N,
HD39587,* chi01 Ori  ,G0V,-0.02,0.02,2.47,,6028,79,8.9,1.125,1.037,1.047,0.026,-4.622636511545,0.328811069385,3,1.006,,,,,,,N,
HD3964,HD 3964  ,G5V,0.05,0.04,1.27,,5696,87,1.8,3.223,2.964,0.976,0.044,,,,0.978,,,,,,,N,
HD39833,HD 39833  ,G3V,0.16,0.03,2.43,0.1,5818,41,3,1.716,1.345,1.079,0.027,-4.72325335021,0,13,1.082,,,,,,,N,
HD39881,HD 39881  ,G5IV,-0.12,0.03,0.75,0.04,5732,51,1.32,10.637,0.854,0.925,0.016,-4.982078812455,0.00118431652500028,9.33533,1.254,,,,,,,N,
HD400,HD 400  ,F8IV,-0.21,0.02,2.33,0.1,6222,41,5.6,5.611,0.879,1.059,0.03,-4.80226453343,0.0598703727699998,,0.116,,,,,,,N,
HD4021,HD 4021  ,G2/3V,0.02,0.06,2.44,0.12,5645,211,5.7,4.193,3.794,0.959,0.044,,,,1.055,,,,,,,N,
HD40307,HD 40307  ,K2.5 V,-0.3,0.02,0.22,,4893,44,3,4.177,4.038,0.705,0.017,-5.25891545025,,,0.759,6,0.1044,4.3115,0.0475,0.02,1.0325279,Y,6
HD40397,HD 40397  ,F7V,-0.13,0.01,0.48,,5559,56,0.1,8.137,2.923,0.883,0.028,-5.130379019055,0.0750183583149999,1.26706,1.087,,,,,,,N,
HD40483,HD 40483  ,F6V,-0.06,0.05,1.26,,6200,35,6.3,3.471,0.506,1.294,0.06,,,15.0308,2.01,,,,,,,N,
HD40620,HD 40620  ,G3V,-0.2,0.04,1.07,0.02,5734,48,,2.402,2.098,0.919,0.028,,,,0.918,,,,,,,N,
HD40650,HD 40650  ,F5,-0.1,0.03,2.41,0.03,6059,46,3.6,3.796,1.354,1.055,0.029,-4.84550434445,0,10,1.206,,,,,,,N,
HD40865,HD 40865  ,G5V,-0.39,0.03,1.06,0.12,5705,137,2.7,6.102,4.246,0.864,0.036,,,,0.957,,,,,,,N,
HD40979,HD 40979  ,F8,0.16,0.02,2.91,0.02,6077,77,6.4,2.016,1.332,1.177,0.029,-4.538348696015,0.0369227995049997,6,1.227,1,4.01,264.1,0.846,0.252,6.7429098,Y,1
HD41087,HD 41087  ,G6V,-0.14,0.04,1.91,0.15,5549,41,2.7,3.459,3.126,0.874,0.038,,,,0.862,,,,,,,N,
HD4113,HD 4113  ,G5V,0.16,0.1,0.67,,5676,73,3.5,3.66,2.806,1.022,0.036,-4.61121171186,-0.350444666880001,30,1.081,1,1.56,526.62,1.28,0.903,8.5633145,Y,1
HD41248,HD 41248  ,G2V,-0.38,0.04,1.52,,5824,48,3.6,3.519,3.055,0.874,0.042,-4.8812,1.315,,0.898,1,0.0223,13.365,0.107,0.0117,3.7157528,Y,1
HD41323,HD 41323  ,G3/5V,-0.31,0.05,1.77,0.12,5797,87,,3.759,3.399,0.882,0.042,,,,0.9,,,,,,,N,
HD42024,HD 42024  ,F7V,0.18,0.03,2.85,0.11,6146,74,3.6,2.957,0.429,1.316,0.028,,,1.10975,1.732,,,,,,,N,
HD4203,HD 4203  ,G5,0.45,0.03,1.05,,5502,78,2.9,7.149,1.711,1.089,0.045,-5.100180907905,-0.0128142499350004,,1.492,2,3.99,437.05,1.164,0.24,7.1784355,Y,2
HD4208,HD 4208  ,G7 V Fe-1 CH-0.5,-0.28,0.01,0.52,,5644,63,0.1,6.97,3.553,0.86,0.03,-4.662952623435,-0.142883889725,24,0.94,1,0.804,828,1.65,0.052,9.8064420,Y,1
HD42176,HD 42176  ,F7V,0.04,0.1,1.07,,,355,7.2,2.479,1.361,1.346,0.061,-4.934,0.0068,,2.038,1,1.486,4.1137914,0.05498,0.185,-1.6049931,Y,1
HD42505,HD 42505  ,K4 V (k),-0.22,0.07,0.13,,4682,144,,4.204,3.985,0.656,0.019,,,1.05416,0.733,,,,,,,N,
